currency,base_currency,currency_name,exchange_rate,date
IDR,EUR,Indonesian Rupiah,16392.0,2020-06-01
IDR,EUR,Indonesian Rupiah,16198.0,2020-06-02
IDR,EUR,Indonesian Rupiah,15998.0,2020-06-03
IDR,EUR,Indonesian Rupiah,16050.0,2020-06-04
IDR,EUR,Indonesian Rupiah,15908.0,2020-06-05
IDR,EUR,Indonesian Rupiah,15751.0,2020-06-08
IDR,EUR,Indonesian Rupiah,15838.0,2020-06-09
IDR,EUR,Indonesian Rupiah,16009.0,2020-06-10
IDR,EUR,Indonesian Rupiah,15816.0,2020-06-11
IDR,EUR,Indonesian Rupiah,15762.0,2020-06-12
IDR,EUR,Indonesian Rupiah,15862.0,2020-06-15
IDR,EUR,Indonesian Rupiah,15940.0,2020-06-16
IDR,EUR,Indonesian Rupiah,15995.0,2020-06-17
IDR,EUR,Indonesian Rupiah,15692.0,2020-06-18
IDR,EUR,Indonesian Rupiah,15912.0,2020-06-19
IDR,EUR,Indonesian Rupiah,15994.0,2020-06-22
IDR,EUR,Indonesian Rupiah,16056.0,2020-06-23
IDR,EUR,Indonesian Rupiah,15974.0,2020-06-24
IDR,EUR,Indonesian Rupiah,15957.0,2020-06-25
IDR,EUR,Indonesian Rupiah,15961.0,2020-06-26
IDR,EUR,Indonesian Rupiah,16142.0,2020-06-29
IDR,EUR,Indonesian Rupiah,16131.0,2020-06-30
IDR,EUR,Indonesian Rupiah,16139.0,2020-07-01
IDR,EUR,Indonesian Rupiah,16136.0,2020-07-02
IDR,EUR,Indonesian Rupiah,16376.0,2020-07-03
IDR,EUR,Indonesian Rupiah,16443.0,2020-07-06
IDR,EUR,Indonesian Rupiah,16188.0,2020-07-07
IDR,EUR,Indonesian Rupiah,16371.0,2020-07-08
IDR,EUR,Indonesian Rupiah,16201.0,2020-07-09
IDR,EUR,Indonesian Rupiah,16224.0,2020-07-10
IDR,EUR,Indonesian Rupiah,16291.0,2020-07-13
IDR,EUR,Indonesian Rupiah,16524.0,2020-07-14
IDR,EUR,Indonesian Rupiah,16672.0,2020-07-15
IDR,EUR,Indonesian Rupiah,16651.0,2020-07-16
IDR,EUR,Indonesian Rupiah,16720.0,2020-07-17
IDR,EUR,Indonesian Rupiah,16961.0,2020-07-20
IDR,EUR,Indonesian Rupiah,16870.0,2020-07-21
IDR,EUR,Indonesian Rupiah,16948.0,2020-07-22
IDR,EUR,Indonesian Rupiah,17002.0,2020-07-23
IDR,EUR,Indonesian Rupiah,16930.0,2020-07-24
IDR,EUR,Indonesian Rupiah,17175.0,2020-07-27
IDR,EUR,Indonesian Rupiah,17029.0,2020-07-28
IDR,EUR,Indonesian Rupiah,17170.0,2020-07-29
IDR,EUR,Indonesian Rupiah,17190.0,2020-07-30
IDR,EUR,Indonesian Rupiah,17240.0,2020-07-31
IDR,EUR,Indonesian Rupiah,17294.0,2020-08-03
IDR,EUR,Indonesian Rupiah,17347.0,2020-08-04
IDR,EUR,Indonesian Rupiah,17343.0,2020-08-05
IDR,EUR,Indonesian Rupiah,17326.0,2020-08-06
IDR,EUR,Indonesian Rupiah,17250.0,2020-08-07
IDR,EUR,Indonesian Rupiah,17189.0,2020-08-10
IDR,EUR,Indonesian Rupiah,17160.0,2020-08-11
IDR,EUR,Indonesian Rupiah,17412.0,2020-08-12
IDR,EUR,Indonesian Rupiah,17344.0,2020-08-13
IDR,EUR,Indonesian Rupiah,17650.0,2020-08-14
IDR,EUR,Indonesian Rupiah,17697.0,2020-08-17
IDR,EUR,Indonesian Rupiah,17788.0,2020-08-18
IDR,EUR,Indonesian Rupiah,17495.0,2020-08-19
IDR,EUR,Indonesian Rupiah,17535.0,2020-08-20
IDR,EUR,Indonesian Rupiah,17403.0,2020-08-21
IDR,EUR,Indonesian Rupiah,17426.0,2020-08-24
IDR,EUR,Indonesian Rupiah,17311.0,2020-08-25
IDR,EUR,Indonesian Rupiah,17287.0,2020-08-26
IDR,EUR,Indonesian Rupiah,17383.0,2020-08-27
IDR,EUR,Indonesian Rupiah,17492.0,2020-08-28
IDR,EUR,Indonesian Rupiah,17361.0,2020-08-31
IDR,EUR,Indonesian Rupiah,17407.0,2020-09-01
IDR,EUR,Indonesian Rupiah,17541.0,2020-09-02
IDR,EUR,Indonesian Rupiah,17557.0,2020-09-03
IDR,EUR,Indonesian Rupiah,17460.0,2020-09-04
IDR,EUR,Indonesian Rupiah,17471.0,2020-09-07
IDR,EUR,Indonesian Rupiah,17417.0,2020-09-08
IDR,EUR,Indonesian Rupiah,17524.0,2020-09-09
IDR,EUR,Indonesian Rupiah,17569.0,2020-09-10
IDR,EUR,Indonesian Rupiah,17736.0,2020-09-11
IDR,EUR,Indonesian Rupiah,17651.0,2020-09-14
IDR,EUR,Indonesian Rupiah,17610.0,2020-09-15
IDR,EUR,Indonesian Rupiah,17527.0,2020-09-16
IDR,EUR,Indonesian Rupiah,17618.0,2020-09-17
IDR,EUR,Indonesian Rupiah,17435.0,2020-09-18
IDR,EUR,Indonesian Rupiah,17317.0,2020-09-21
IDR,EUR,Indonesian Rupiah,17302.0,2020-09-22
IDR,EUR,Indonesian Rupiah,17221.0,2020-09-23
IDR,EUR,Indonesian Rupiah,17239.0,2020-09-24
IDR,EUR,Indonesian Rupiah,17258.0,2020-09-25
IDR,EUR,Indonesian Rupiah,17322.0,2020-09-28
IDR,EUR,Indonesian Rupiah,17508.0,2020-09-29
IDR,EUR,Indonesian Rupiah,17477.0,2020-09-30
IDR,EUR,Indonesian Rupiah,17466.0,2020-10-01
IDR,EUR,Indonesian Rupiah,17437.0,2020-10-02
IDR,EUR,Indonesian Rupiah,17422.0,2020-10-05
IDR,EUR,Indonesian Rupiah,17261.0,2020-10-06
IDR,EUR,Indonesian Rupiah,17382.0,2020-10-07
IDR,EUR,Indonesian Rupiah,17334.0,2020-10-08
IDR,EUR,Indonesian Rupiah,17376.0,2020-10-09
IDR,EUR,Indonesian Rupiah,17413.0,2020-10-12
IDR,EUR,Indonesian Rupiah,17367.0,2020-10-13
IDR,EUR,Indonesian Rupiah,17354.0,2020-10-14
IDR,EUR,Indonesian Rupiah,17155.0,2020-10-15
IDR,EUR,Indonesian Rupiah,17294.0,2020-10-16
IDR,EUR,Indonesian Rupiah,17337.0,2020-10-19
IDR,EUR,Indonesian Rupiah,17411.0,2020-10-20
IDR,EUR,Indonesian Rupiah,17373.0,2020-10-21
IDR,EUR,Indonesian Rupiah,17365.0,2020-10-22
IDR,EUR,Indonesian Rupiah,17476.0,2020-10-23
IDR,EUR,Indonesian Rupiah,17348.0,2020-10-26
IDR,EUR,Indonesian Rupiah,17263.0,2020-10-27
IDR,EUR,Indonesian Rupiah,17246.0,2020-10-28
IDR,EUR,Indonesian Rupiah,17139.0,2020-10-29
IDR,EUR,Indonesian Rupiah,17096.0,2020-10-30
IDR,EUR,Indonesian Rupiah,17113.0,2020-11-02
IDR,EUR,Indonesian Rupiah,17106.0,2020-11-03
IDR,EUR,Indonesian Rupiah,17057.0,2020-11-04
IDR,EUR,Indonesian Rupiah,17070.0,2020-11-05
IDR,EUR,Indonesian Rupiah,16860.0,2020-11-06
IDR,EUR,Indonesian Rupiah,16624.0,2020-11-09
IDR,EUR,Indonesian Rupiah,16540.0,2020-11-10
IDR,EUR,Indonesian Rupiah,16561.0,2020-11-11
IDR,EUR,Indonesian Rupiah,16686.0,2020-11-12
IDR,EUR,Indonesian Rupiah,16819.0,2020-11-13
IDR,EUR,Indonesian Rupiah,16738.0,2020-11-16
IDR,EUR,Indonesian Rupiah,16688.0,2020-11-17
IDR,EUR,Indonesian Rupiah,16743.0,2020-11-18
IDR,EUR,Indonesian Rupiah,16826.0,2020-11-19
IDR,EUR,Indonesian Rupiah,16861.0,2020-11-20
IDR,EUR,Indonesian Rupiah,16760.0,2020-11-23
IDR,EUR,Indonesian Rupiah,16873.0,2020-11-24
IDR,EUR,Indonesian Rupiah,16868.0,2020-11-25
IDR,EUR,Indonesian Rupiah,16821.0,2020-11-26
IDR,EUR,Indonesian Rupiah,16907.0,2020-11-27
IDR,EUR,Indonesian Rupiah,16857.0,2020-11-30
IDR,EUR,Indonesian Rupiah,17020.0,2020-12-01
IDR,EUR,Indonesian Rupiah,17053.0,2020-12-02
IDR,EUR,Indonesian Rupiah,17209.0,2020-12-03
IDR,EUR,Indonesian Rupiah,17065.0,2020-12-04
IDR,EUR,Indonesian Rupiah,17133.0,2020-12-07
IDR,EUR,Indonesian Rupiah,17133.0,2020-12-08
IDR,EUR,Indonesian Rupiah,17040.0,2020-12-09
IDR,EUR,Indonesian Rupiah,17144.0,2020-12-10
IDR,EUR,Indonesian Rupiah,17041.0,2020-12-11
IDR,EUR,Indonesian Rupiah,17194.0,2020-12-14
IDR,EUR,Indonesian Rupiah,17224.0,2020-12-15
IDR,EUR,Indonesian Rupiah,17217.0,2020-12-16
IDR,EUR,Indonesian Rupiah,17270.0,2020-12-17
IDR,EUR,Indonesian Rupiah,17333.0,2020-12-18
IDR,EUR,Indonesian Rupiah,17336.0,2020-12-21
IDR,EUR,Indonesian Rupiah,17288.0,2020-12-22
IDR,EUR,Indonesian Rupiah,17402.0,2020-12-23
IDR,EUR,Indonesian Rupiah,17386.0,2020-12-24
IDR,EUR,Indonesian Rupiah,17413.0,2020-12-25
IDR,EUR,Indonesian Rupiah,17434.0,2020-12-28
IDR,EUR,Indonesian Rupiah,17300.0,2020-12-29
IDR,EUR,Indonesian Rupiah,17554.0,2020-12-30
IDR,EUR,Indonesian Rupiah,17441.0,2020-12-31
IDR,EUR,Indonesian Rupiah,17162.0,2021-01-01
IDR,EUR,Indonesian Rupiah,17015.0,2021-01-04
IDR,EUR,Indonesian Rupiah,17138.0,2021-01-05
IDR,EUR,Indonesian Rupiah,17159.0,2021-01-06
IDR,EUR,Indonesian Rupiah,17089.0,2021-01-07
IDR,EUR,Indonesian Rupiah,17024.0,2021-01-08
IDR,EUR,Indonesian Rupiah,17130.0,2021-01-11
IDR,EUR,Indonesian Rupiah,17322.0,2021-01-12
IDR,EUR,Indonesian Rupiah,17083.0,2021-01-13
IDR,EUR,Indonesian Rupiah,17089.0,2021-01-14
IDR,EUR,Indonesian Rupiah,16978.0,2021-01-15
IDR,EUR,Indonesian Rupiah,16995.0,2021-01-18
IDR,EUR,Indonesian Rupiah,17074.0,2021-01-19
IDR,EUR,Indonesian Rupiah,17019.0,2021-01-20
IDR,EUR,Indonesian Rupiah,17074.0,2021-01-21
IDR,EUR,Indonesian Rupiah,17094.0,2021-01-22
IDR,EUR,Indonesian Rupiah,17085.0,2021-01-25
IDR,EUR,Indonesian Rupiah,17080.0,2021-01-26
IDR,EUR,Indonesian Rupiah,17059.0,2021-01-27
IDR,EUR,Indonesian Rupiah,17104.0,2021-01-28
IDR,EUR,Indonesian Rupiah,17013.0,2021-01-29
IDR,EUR,Indonesian Rupiah,16924.0,2021-02-01
IDR,EUR,Indonesian Rupiah,16904.0,2021-02-02
IDR,EUR,Indonesian Rupiah,16863.0,2021-02-03
IDR,EUR,Indonesian Rupiah,16781.0,2021-02-04
IDR,EUR,Indonesian Rupiah,16934.0,2021-02-05
IDR,EUR,Indonesian Rupiah,16860.0,2021-02-08
IDR,EUR,Indonesian Rupiah,16956.0,2021-02-09
IDR,EUR,Indonesian Rupiah,16952.0,2021-02-10
IDR,EUR,Indonesian Rupiah,16989.0,2021-02-11
IDR,EUR,Indonesian Rupiah,16970.0,2021-02-12
IDR,EUR,Indonesian Rupiah,16901.0,2021-02-15
IDR,EUR,Indonesian Rupiah,16860.0,2021-02-16
IDR,EUR,Indonesian Rupiah,16873.0,2021-02-17
IDR,EUR,Indonesian Rupiah,16982.0,2021-02-18
IDR,EUR,Indonesian Rupiah,17025.0,2021-02-19
IDR,EUR,Indonesian Rupiah,17163.0,2021-02-22
IDR,EUR,Indonesian Rupiah,17112.0,2021-02-23
IDR,EUR,Indonesian Rupiah,17128.0,2021-02-24
IDR,EUR,Indonesian Rupiah,17163.0,2021-02-25
IDR,EUR,Indonesian Rupiah,17160.0,2021-02-26
IDR,EUR,Indonesian Rupiah,17123.0,2021-03-01
IDR,EUR,Indonesian Rupiah,17290.0,2021-03-02
IDR,EUR,Indonesian Rupiah,17282.0,2021-03-03
IDR,EUR,Indonesian Rupiah,17073.0,2021-03-04
IDR,EUR,Indonesian Rupiah,17118.0,2021-03-05
IDR,EUR,Indonesian Rupiah,17034.0,2021-03-08
IDR,EUR,Indonesian Rupiah,17125.0,2021-03-09
IDR,EUR,Indonesian Rupiah,17189.0,2021-03-10
IDR,EUR,Indonesian Rupiah,17278.0,2021-03-11
IDR,EUR,Indonesian Rupiah,17195.0,2021-03-12
IDR,EUR,Indonesian Rupiah,17175.0,2021-03-15
IDR,EUR,Indonesian Rupiah,17167.0,2021-03-16
IDR,EUR,Indonesian Rupiah,17314.0,2021-03-17
IDR,EUR,Indonesian Rupiah,17170.0,2021-03-18
IDR,EUR,Indonesian Rupiah,17225.0,2021-03-19
IDR,EUR,Indonesian Rupiah,17247.0,2021-03-22
IDR,EUR,Indonesian Rupiah,17075.0,2021-03-23
IDR,EUR,Indonesian Rupiah,17066.0,2021-03-24
IDR,EUR,Indonesian Rupiah,16978.0,2021-03-25
IDR,EUR,Indonesian Rupiah,17034.0,2021-03-26
IDR,EUR,Indonesian Rupiah,16985.0,2021-03-29
IDR,EUR,Indonesian Rupiah,16917.0,2021-03-30
IDR,EUR,Indonesian Rupiah,16935.0,2021-03-31
IDR,EUR,Indonesian Rupiah,16993.0,2021-04-01
IDR,EUR,Indonesian Rupiah,17140.0,2021-04-02
IDR,EUR,Indonesian Rupiah,17162.0,2021-04-05
IDR,EUR,Indonesian Rupiah,17140.0,2021-04-06
IDR,EUR,Indonesian Rupiah,17142.0,2021-04-07
IDR,EUR,Indonesian Rupiah,17361.0,2021-04-08
IDR,EUR,Indonesian Rupiah,17349.0,2021-04-09
IDR,EUR,Indonesian Rupiah,17424.0,2021-04-12
IDR,EUR,Indonesian Rupiah,17498.0,2021-04-13
IDR,EUR,Indonesian Rupiah,17524.0,2021-04-14
IDR,EUR,Indonesian Rupiah,17521.0,2021-04-15
IDR,EUR,Indonesian Rupiah,17482.0,2021-04-16
IDR,EUR,Indonesian Rupiah,17521.0,2021-04-19
IDR,EUR,Indonesian Rupiah,17440.0,2021-04-20
IDR,EUR,Indonesian Rupiah,17498.0,2021-04-21
IDR,EUR,Indonesian Rupiah,17446.0,2021-04-22
IDR,EUR,Indonesian Rupiah,17589.0,2021-04-23
IDR,EUR,Indonesian Rupiah,17501.0,2021-04-26
IDR,EUR,Indonesian Rupiah,17523.0,2021-04-27
IDR,EUR,Indonesian Rupiah,17582.0,2021-04-28
IDR,EUR,Indonesian Rupiah,17534.0,2021-04-29
IDR,EUR,Indonesian Rupiah,17366.0,2021-04-30
IDR,EUR,Indonesian Rupiah,17430.0,2021-05-03
IDR,EUR,Indonesian Rupiah,17354.0,2021-05-04
IDR,EUR,Indonesian Rupiah,17324.0,2021-05-05
IDR,EUR,Indonesian Rupiah,17321.0,2021-05-06
IDR,EUR,Indonesian Rupiah,17372.0,2021-05-07
IDR,EUR,Indonesian Rupiah,17217.0,2021-05-10
IDR,EUR,Indonesian Rupiah,17246.0,2021-05-11
IDR,EUR,Indonesian Rupiah,17138.0,2021-05-12
IDR,EUR,Indonesian Rupiah,17147.0,2021-05-13
IDR,EUR,Indonesian Rupiah,17242.0,2021-05-14
IDR,EUR,Indonesian Rupiah,17362.0,2021-05-17
IDR,EUR,Indonesian Rupiah,17473.0,2021-05-18
IDR,EUR,Indonesian Rupiah,17371.0,2021-05-19
IDR,EUR,Indonesian Rupiah,17599.0,2021-05-20
IDR,EUR,Indonesian Rupiah,17501.0,2021-05-21
IDR,EUR,Indonesian Rupiah,17539.0,2021-05-24
IDR,EUR,Indonesian Rupiah,17553.0,2021-05-25
IDR,EUR,Indonesian Rupiah,17473.0,2021-05-26
IDR,EUR,Indonesian Rupiah,17449.0,2021-05-27
IDR,EUR,Indonesian Rupiah,17437.0,2021-05-28
IDR,EUR,Indonesian Rupiah,17464.0,2021-05-31
IDR,EUR,Indonesian Rupiah,17431.0,2021-06-01
IDR,EUR,Indonesian Rupiah,17425.0,2021-06-02
IDR,EUR,Indonesian Rupiah,17331.0,2021-06-03
IDR,EUR,Indonesian Rupiah,17410.0,2021-06-04
IDR,EUR,Indonesian Rupiah,17386.0,2021-06-07
IDR,EUR,Indonesian Rupiah,17358.0,2021-06-08
IDR,EUR,Indonesian Rupiah,17359.0,2021-06-09
IDR,EUR,Indonesian Rupiah,17331.0,2021-06-10
IDR,EUR,Indonesian Rupiah,17191.0,2021-06-11
IDR,EUR,Indonesian Rupiah,17226.0,2021-06-14
IDR,EUR,Indonesian Rupiah,17263.0,2021-06-15
IDR,EUR,Indonesian Rupiah,17090.0,2021-06-16
IDR,EUR,Indonesian Rupiah,17115.0,2021-06-17
IDR,EUR,Indonesian Rupiah,17074.0,2021-06-18
IDR,EUR,Indonesian Rupiah,17215.0,2021-06-21
IDR,EUR,Indonesian Rupiah,17209.0,2021-06-22
IDR,EUR,Indonesian Rupiah,17229.0,2021-06-23
IDR,EUR,Indonesian Rupiah,17244.0,2021-06-24
IDR,EUR,Indonesian Rupiah,17235.0,2021-06-25
IDR,EUR,Indonesian Rupiah,17253.0,2021-06-28
IDR,EUR,Indonesian Rupiah,17243.0,2021-06-29
IDR,EUR,Indonesian Rupiah,17236.0,2021-06-30
IDR,EUR,Indonesian Rupiah,17219.0,2021-07-01
IDR,EUR,Indonesian Rupiah,17271.0,2021-07-02
IDR,EUR,Indonesian Rupiah,17269.0,2021-07-05
IDR,EUR,Indonesian Rupiah,17100.0,2021-07-06
IDR,EUR,Indonesian Rupiah,17123.0,2021-07-07
IDR,EUR,Indonesian Rupiah,17185.0,2021-07-12
IDR,EUR,Indonesian Rupiah,17058.0,2021-07-13
IDR,EUR,Indonesian Rupiah,17148.0,2021-07-14
IDR,EUR,Indonesian Rupiah,17117.0,2021-07-15
IDR,EUR,Indonesian Rupiah,17131.0,2021-07-16
IDR,EUR,Indonesian Rupiah,17131.0,2021-07-19
IDR,EUR,Indonesian Rupiah,17100.0,2021-07-20
IDR,EUR,Indonesian Rupiah,17152.0,2021-07-21
IDR,EUR,Indonesian Rupiah,17064.0,2021-07-22
IDR,EUR,Indonesian Rupiah,17060.0,2021-07-23
IDR,EUR,Indonesian Rupiah,17099.0,2021-07-26
IDR,EUR,Indonesian Rupiah,17124.0,2021-07-27
IDR,EUR,Indonesian Rupiah,17159.0,2021-07-28
IDR,EUR,Indonesian Rupiah,17215.0,2021-07-29
IDR,EUR,Indonesian Rupiah,17159.0,2021-07-30
IDR,EUR,Indonesian Rupiah,17151.0,2021-08-02
IDR,EUR,Indonesian Rupiah,17031.0,2021-08-03
IDR,EUR,Indonesian Rupiah,16937.0,2021-08-04
IDR,EUR,Indonesian Rupiah,16969.0,2021-08-05
IDR,EUR,Indonesian Rupiah,16894.0,2021-08-06
IDR,EUR,Indonesian Rupiah,16869.0,2021-08-09
IDR,EUR,Indonesian Rupiah,16867.0,2021-08-10
IDR,EUR,Indonesian Rupiah,16894.0,2021-08-11
IDR,EUR,Indonesian Rupiah,16871.0,2021-08-12
IDR,EUR,Indonesian Rupiah,16969.0,2021-08-13
IDR,EUR,Indonesian Rupiah,16933.0,2021-08-16
IDR,EUR,Indonesian Rupiah,16833.0,2021-08-17
IDR,EUR,Indonesian Rupiah,16825.0,2021-08-18
IDR,EUR,Indonesian Rupiah,16806.0,2021-08-19
IDR,EUR,Indonesian Rupiah,16920.0,2021-08-20
IDR,EUR,Indonesian Rupiah,16919.0,2021-08-23
IDR,EUR,Indonesian Rupiah,16909.0,2021-08-24
IDR,EUR,Indonesian Rupiah,16953.0,2021-08-25
IDR,EUR,Indonesian Rupiah,16944.0,2021-08-26
IDR,EUR,Indonesian Rupiah,17018.0,2021-08-27
IDR,EUR,Indonesian Rupiah,16944.0,2021-08-30
IDR,EUR,Indonesian Rupiah,16884.0,2021-08-31
IDR,EUR,Indonesian Rupiah,16901.0,2021-09-01
IDR,EUR,Indonesian Rupiah,16950.0,2021-09-02
IDR,EUR,Indonesian Rupiah,16929.0,2021-09-03
IDR,EUR,Indonesian Rupiah,16918.0,2021-09-06
IDR,EUR,Indonesian Rupiah,16882.0,2021-09-07
IDR,EUR,Indonesian Rupiah,16849.0,2021-09-08
IDR,EUR,Indonesian Rupiah,16870.0,2021-09-09
IDR,EUR,Indonesian Rupiah,16791.0,2021-09-10
IDR,EUR,Indonesian Rupiah,16825.0,2021-09-13
IDR,EUR,Indonesian Rupiah,16822.0,2021-09-14
IDR,EUR,Indonesian Rupiah,16817.0,2021-09-15
IDR,EUR,Indonesian Rupiah,16728.0,2021-09-16
IDR,EUR,Indonesian Rupiah,16674.0,2021-09-17
IDR,EUR,Indonesian Rupiah,16704.0,2021-09-20
IDR,EUR,Indonesian Rupiah,16707.0,2021-09-21
IDR,EUR,Indonesian Rupiah,16646.0,2021-09-22
IDR,EUR,Indonesian Rupiah,16724.0,2021-09-23
IDR,EUR,Indonesian Rupiah,16686.0,2021-09-24
IDR,EUR,Indonesian Rupiah,16665.0,2021-09-27
IDR,EUR,Indonesian Rupiah,16663.0,2021-09-28
IDR,EUR,Indonesian Rupiah,16545.0,2021-09-29
IDR,EUR,Indonesian Rupiah,16518.0,2021-09-30
IDR,EUR,Indonesian Rupiah,16535.0,2021-10-01
IDR,EUR,Indonesian Rupiah,16570.0,2021-10-04
IDR,EUR,Indonesian Rupiah,16535.0,2021-10-05
IDR,EUR,Indonesian Rupiah,16475.0,2021-10-06
IDR,EUR,Indonesian Rupiah,16423.0,2021-10-07
IDR,EUR,Indonesian Rupiah,16458.0,2021-10-08
IDR,EUR,Indonesian Rupiah,16415.0,2021-10-11
IDR,EUR,Indonesian Rupiah,16387.0,2021-10-12
IDR,EUR,Indonesian Rupiah,16479.0,2021-10-13
IDR,EUR,Indonesian Rupiah,16355.0,2021-10-14
IDR,EUR,Indonesian Rupiah,16323.0,2021-10-15
IDR,EUR,Indonesian Rupiah,16369.0,2021-10-18
IDR,EUR,Indonesian Rupiah,16368.0,2021-10-19
IDR,EUR,Indonesian Rupiah,16397.0,2021-10-20
IDR,EUR,Indonesian Rupiah,16412.0,2021-10-21
IDR,EUR,Indonesian Rupiah,16425.0,2021-10-22
IDR,EUR,Indonesian Rupiah,16457.0,2021-10-25
IDR,EUR,Indonesian Rupiah,16417.0,2021-10-26
IDR,EUR,Indonesian Rupiah,16450.0,2021-10-27
IDR,EUR,Indonesian Rupiah,16580.0,2021-10-28
IDR,EUR,Indonesian Rupiah,16378.0,2021-10-29
IDR,EUR,Indonesian Rupiah,16508.0,2021-11-01
IDR,EUR,Indonesian Rupiah,16504.0,2021-11-02
IDR,EUR,Indonesian Rupiah,16598.0,2021-11-03
IDR,EUR,Indonesian Rupiah,16545.0,2021-11-04
IDR,EUR,Indonesian Rupiah,16626.0,2021-11-05
IDR,EUR,Indonesian Rupiah,16516.0,2021-11-08
IDR,EUR,Indonesian Rupiah,16494.0,2021-11-09
IDR,EUR,Indonesian Rupiah,16353.0,2021-11-10
IDR,EUR,Indonesian Rupiah,16367.0,2021-11-11
IDR,EUR,Indonesian Rupiah,16291.0,2021-11-12
IDR,EUR,Indonesian Rupiah,16144.0,2021-11-15
IDR,EUR,Indonesian Rupiah,16097.0,2021-11-16
IDR,EUR,Indonesian Rupiah,16132.0,2021-11-17
IDR,EUR,Indonesian Rupiah,16178.0,2021-11-18
IDR,EUR,Indonesian Rupiah,16068.0,2021-11-19
IDR,EUR,Indonesian Rupiah,16003.0,2021-11-22
IDR,EUR,Indonesian Rupiah,16050.0,2021-11-23
IDR,EUR,Indonesian Rupiah,15965.0,2021-11-24
IDR,EUR,Indonesian Rupiah,15983.0,2021-11-25
IDR,EUR,Indonesian Rupiah,16183.0,2021-11-26
IDR,EUR,Indonesian Rupiah,16164.0,2021-11-29
IDR,EUR,Indonesian Rupiah,16229.0,2021-11-30
IDR,EUR,Indonesian Rupiah,16235.0,2021-12-01
IDR,EUR,Indonesian Rupiah,16235.0,2021-12-02
IDR,EUR,Indonesian Rupiah,16276.0,2021-12-03
IDR,EUR,Indonesian Rupiah,16286.0,2021-12-06
IDR,EUR,Indonesian Rupiah,16205.0,2021-12-07
IDR,EUR,Indonesian Rupiah,16267.0,2021-12-08
IDR,EUR,Indonesian Rupiah,16195.0,2021-12-09
IDR,EUR,Indonesian Rupiah,16260.0,2021-12-10
IDR,EUR,Indonesian Rupiah,16185.0,2021-12-13
IDR,EUR,Indonesian Rupiah,16147.0,2021-12-14
IDR,EUR,Indonesian Rupiah,16187.0,2021-12-15
IDR,EUR,Indonesian Rupiah,16235.0,2021-12-16
IDR,EUR,Indonesian Rupiah,16165.0,2021-12-17
IDR,EUR,Indonesian Rupiah,16212.0,2021-12-20
IDR,EUR,Indonesian Rupiah,16180.0,2021-12-21
IDR,EUR,Indonesian Rupiah,16154.0,2021-12-22
IDR,EUR,Indonesian Rupiah,16146.0,2021-12-23
IDR,EUR,Indonesian Rupiah,16119.0,2021-12-24
IDR,EUR,Indonesian Rupiah,16100.0,2021-12-27
IDR,EUR,Indonesian Rupiah,16082.0,2021-12-28
IDR,EUR,Indonesian Rupiah,16178.0,2021-12-29
IDR,EUR,Indonesian Rupiah,16151.0,2021-12-30
IDR,EUR,Indonesian Rupiah,16247.0,2021-12-31
IDR,EUR,Indonesian Rupiah,16112.0,2022-01-03
IDR,EUR,Indonesian Rupiah,16138.0,2022-01-04
IDR,EUR,Indonesian Rupiah,16238.0,2022-01-05
IDR,EUR,Indonesian Rupiah,16247.0,2022-01-06
IDR,EUR,Indonesian Rupiah,16303.0,2022-01-07
IDR,EUR,Indonesian Rupiah,16253.0,2022-01-10
IDR,EUR,Indonesian Rupiah,16245.0,2022-01-11
IDR,EUR,Indonesian Rupiah,16358.0,2022-01-12
IDR,EUR,Indonesian Rupiah,16388.0,2022-01-13
IDR,EUR,Indonesian Rupiah,16324.0,2022-01-14
IDR,EUR,Indonesian Rupiah,16312.0,2022-01-17
IDR,EUR,Indonesian Rupiah,16210.0,2022-01-18
IDR,EUR,Indonesian Rupiah,16291.0,2022-01-19
IDR,EUR,Indonesian Rupiah,16223.0,2022-01-20
IDR,EUR,Indonesian Rupiah,16267.0,2022-01-21
IDR,EUR,Indonesian Rupiah,16216.0,2022-01-24
IDR,EUR,Indonesian Rupiah,16176.0,2022-01-25
IDR,EUR,Indonesian Rupiah,16091.0,2022-01-26
IDR,EUR,Indonesian Rupiah,16019.0,2022-01-27
IDR,EUR,Indonesian Rupiah,16020.0,2022-01-28
IDR,EUR,Indonesian Rupiah,16158.0,2022-01-31
IDR,EUR,Indonesian Rupiah,16211.0,2022-02-01
IDR,EUR,Indonesian Rupiah,16211.0,2022-02-02
IDR,EUR,Indonesian Rupiah,16438.0,2022-02-03
IDR,EUR,Indonesian Rupiah,16455.0,2022-02-04
IDR,EUR,Indonesian Rupiah,16464.0,2022-02-07
IDR,EUR,Indonesian Rupiah,16410.0,2022-02-08
IDR,EUR,Indonesian Rupiah,16403.0,2022-02-09
IDR,EUR,Indonesian Rupiah,16361.0,2022-02-10
IDR,EUR,Indonesian Rupiah,16258.0,2022-02-11
IDR,EUR,Indonesian Rupiah,16200.0,2022-02-14
IDR,EUR,Indonesian Rupiah,16225.0,2022-02-15
IDR,EUR,Indonesian Rupiah,16230.0,2022-02-16
IDR,EUR,Indonesian Rupiah,16239.0,2022-02-17
IDR,EUR,Indonesian Rupiah,16227.0,2022-02-18
IDR,EUR,Indonesian Rupiah,16205.0,2022-02-21
IDR,EUR,Indonesian Rupiah,16236.0,2022-02-22
